GO:id	description	Ontology	GeneRatio	BackgroundRatio	Pvalue	Adjusted_Pvalue	Qvalue	Hits	GeneIds
GO:0060333	interferon-gamma-mediated signaling pathway	BP	23/617	87/16655	5.59145775668911e-14	5.60186046879458e-12	3.76140169287189e-12	23	ICAM1/VCAM1/B2M/HLA-B/HLA-E/GBP1/HLA-F/IRF1/IFNGR1/TRIM21/PTAFR/IRF2/IFNGR2/TRIM22/PRKCD/HLA-A/OASL/IRF7/PTPN2/OAS3/PML/HLA-C/GBP2
GO:0002688	regulation of leukocyte chemotaxis	BP	24/617	97/16655	7.87419414769563e-14	7.70955190642563e-12	5.1766233296334e-12	24	CCL2/CXCL8/F2RL1/CSF1/CXCL11/CXCL5/CX3CL1/CXCL1/CXCL6/CXCL10/CXCL2/TNFSF18/CXCL3/LGALS9/NOD2/CCL7/CD74/CREB3/WNT5A/VEGFC/DAPK2/LYN/CXCL12/IL1B
GO:0002757	immune response-activating signal transduction	BP	56/617	495/16655	8.08926952160621e-14	7.74412735535101e-12	5.19983921529213e-12	56	TNFAIP3/NFKB2/NFKBIA/F2RL1/RELB/BIRC3/TNIP1/RIPK2/DDX58/TNIP3/IFIH1/CTSS/GBP1/IRAK2/PSMB9/IRF1/TANK/NFKB1/MAP2K6/CYLD/PIK3CD/CTSK/TLR3/NOD2/NFKBIB/PSMB10/PSMB8/MAP2K3/PSME2/PRKCD/TICAM1/MAP3K8/IRF7/TRAF3/CAV1/NR4A3/BIRC2/PTPN2/RSAD2/DHX58/COLEC12/PELI2/BTN3A1/PSME1/NCK1/LYN/TLR2/DDX60/LGR4/PSMA3/PSEN2/PSEN1/TNIP2/PRKACB/IL1B/DUSP4
GO:0002699	positive regulation of immune effector process	BP	30/617	156/16655	8.55766163557749e-14	7.8910408784109e-12	5.29848515219498e-12	30	CCL2/F2RL1/B2M/HLA-B/HLA-E/RIPK2/STAT5A/PTAFR/LGALS9/NOD2/GPRC5B/TNFRSF4/TRAF2/HLA-A/CD74/NR4A3/RSAD2/DHX58/WNT5A/TRIM6/LYN/TLR2/HLX/DDX60/STAT6/ADORA2B/IL4R/XBP1/CD40/IL1B
GO:1903039	positive regulation of leukocyte cell-cell adhesion	BP	35/617	212/16655	8.74708213334278e-14	7.8910408784109e-12	5.29848515219498e-12	35	CCL2/VCAM1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TGFBR2/JAK3/IL15/IL7R/PTAFR/LGALS9/NOD2/CD47/EFNB1/VNN1/TRAF2/PDCD1LG2/MAP3K8/HLA-A/CD74/CAV1/NR4A3/NCK1/LYN/HLX/HAS2/IL4R/XBP1/HES1/SHH/IL1B/EFNB2
GO:0034110	regulation of homotypic cell-cell adhesion	BP	43/617	312/16655	8.792246104079e-14	7.8910408784109e-12	5.29848515219498e-12	43	CCL2/VCAM1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/TGFBR2/JAK3/IL15/IRF1/IL7R/CYLD/LGALS9/NOD2/CD47/EFNB1/VNN1/TRAF2/PRKCD/PDCD1LG2/MAP3K8/HLA-A/CD74/CAV1/PDE5A/NR4A3/PTPN2/IDO1/NCK1/LYN/HLX/HAS2/BTN2A2/IL4R/XBP1/HES1/ZNF703/SHH/IL1B/EFNB2
GO:0002690	positive regulation of leukocyte chemotaxis	BP	22/617	81/16655	1.07763957839525e-13	9.47443123209541e-12	6.3616617861013e-12	22	CCL2/CXCL8/F2RL1/CSF1/CXCL11/CXCL5/CX3CL1/CXCL1/CXCL6/CXCL10/CXCL2/TNFSF18/CXCL3/LGALS9/CCL7/CD74/CREB3/WNT5A/VEGFC/DAPK2/CXCL12/IL1B
GO:0048520	positive regulation of behavior	BP	29/617	148/16655	1.34679466451346e-13	1.1603982829448e-11	7.79156155385894e-12	29	CCL2/CXCL8/F2RL1/CSF1/CXCL11/CXCL5/CX3CL1/CXCL1/CXCL6/CXCL10/CXCL2/TNFSF18/CXCL3/LGALS9/SMAD3/STX3/F3/NRP1/CCL7/CD74/NR4A3/CREB3/WNT5A/VEGFC/DAPK2/PDGFB/CXCL12/S1PR1/IL1B
GO:0050663	cytokine secretion	BP	31/617	171/16655	1.75539793942197e-13	1.48279496529997e-11	9.95631277096301e-12	31	F2RL1/CX3CL1/TNFRSF9/IL1A/GBP1/ZC3H12A/LGALS9/NOD2/PANX1/TNFRSF4/TRIM16/GBP5/CD34/POSTN/RGCC/BTN3A1/WNT5A/TRIM6/LYN/TLR2/LGR4/PML/BTN3A2/RNF19B/BTN2A2/IFNAR1/IL4R/CASP1/XBP1/CD58/IL1B
GO:0002696	positive regulation of leukocyte activation	BP	42/617	307/16655	2.22384993026283e-13	1.84237413453313e-11	1.23707279521503e-11	42	CCL2/VCAM1/F2RL1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TGFBR2/JAK3/IL15/IL7R/PTAFR/LGALS9/NOD2/CD47/EFNB1/TNFRSF4/VNN1/TRAF2/PDCD1LG2/TICAM1/MAP3K8/HLA-A/CD74/CAV1/NR4A3/WNT5A/NCK1/LYN/HLX/STAT6/ADORA2B/IL4R/XBP1/HES1/TNIP2/CD40/SHH/IL1B/EFNB2
GO:0034112	positive regulation of homotypic cell-cell adhesion	BP	34/617	210/16655	3.56112106715019e-13	2.89458670892133e-11	1.94358702930064e-11	34	CCL2/VCAM1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TGFBR2/JAK3/IL15/IL7R/LGALS9/NOD2/CD47/EFNB1/VNN1/TRAF2/PDCD1LG2/MAP3K8/HLA-A/CD74/CAV1/NR4A3/NCK1/LYN/HLX/HAS2/IL4R/XBP1/HES1/SHH/IL1B/EFNB2
GO:0034138	toll-like receptor 3 signaling pathway	BP	23/617	95/16655	4.29847423981173e-13	3.42922722687202e-11	2.30257450506874e-11	23	TNFAIP3/NFKB2/NFKBIA/F2RL1/BIRC3/RIPK2/IRAK2/TANK/NFKB1/MAP2K6/TLR3/NOD2/NFKBIB/MAP2K3/TICAM1/MAP3K8/IRF7/TRAF3/CAV1/BIRC2/COLEC12/TNIP2/DUSP4
GO:0050867	positive regulation of cell activation	BP	42/617	315/16655	5.36670824897622e-13	4.20359620665265e-11	2.8225290465429e-11	42	CCL2/VCAM1/F2RL1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TGFBR2/JAK3/IL15/IL7R/PTAFR/LGALS9/NOD2/CD47/EFNB1/TNFRSF4/VNN1/TRAF2/PDCD1LG2/TICAM1/MAP3K8/HLA-A/CD74/CAV1/NR4A3/WNT5A/NCK1/LYN/HLX/STAT6/ADORA2B/IL4R/XBP1/HES1/TNIP2/CD40/SHH/IL1B/EFNB2
GO:0034142	toll-like receptor 4 signaling pathway	BP	25/617	117/16655	8.59137409478549e-13	6.60922135720284e-11	4.43780000234408e-11	25	TNFAIP3/NFKB2/NFKBIA/F2RL1/BIRC3/RIPK2/TNIP3/IRAK2/TANK/NFKB1/MAP2K6/TLR3/NOD2/NFKBIB/MAP2K3/TICAM1/MAP3K8/IRF7/TRAF3/BIRC2/PELI2/LYN/TLR2/TNIP2/DUSP4
GO:0043122	regulation of I-kappaB kinase/NF-kappaB signaling	BP	35/617	233/16655	1.52365997759195e-12	1.13171158335623e-10	7.59894304613916e-11	35	TNFAIP3/NFKBIA/SQSTM1/F2RL1/BIRC3/APOL3/PLK2/TNIP1/RIPK2/OPTN/TNIP3/IL18R1/IL1A/ZC3H12A/C8orf4/CYLD/TNFSF10/LGALS9/TLR3/UBD/NOD2/GPRC5B/NFKBIB/BCL3/TRAF2/TRIM22/TICAM1/SPHK1/BIRC2/PELI2/TLR2/CASP1/TNIP2/CD40/IL1B
GO:0060326	cell chemotaxis	BP	35/617	233/16655	1.52365997759195e-12	1.13171158335623e-10	7.59894304613916e-11	35	CCL2/VCAM1/CXCL8/F2RL1/CSF1/CXCL11/CXCL5/CX3CL1/CXCL1/CXCL6/CCL20/CXCL10/CXCL2/TNFSF18/CXCL3/PIK3CD/LGALS9/CXADR/NOD2/PRKCD/HOXB9/NRP1/CCL7/CD74/CREB3/WNT5A/VEGFC/DAPK2/HRH1/LYN/ARHGEF16/RHOG/PDGFB/CXCL12/IL1B
GO:0050795	regulation of behavior	BP	36/617	247/16655	1.81736322859327e-12	1.32698318453895e-10	8.9101055346553e-11	36	CCL2/CXCL8/F2RL1/CSF1/CXCL11/CXCL5/CX3CL1/CXCL1/CXCL6/CXCL10/CXCL2/SEMA3C/TNFSF18/CXCL3/LGALS9/NOD2/SMAD3/STX3/ST6GAL1/F3/NRP1/CCL7/CD74/NR4A3/PTPN2/CREB3/SEMA4B/WNT5A/VEGFC/DAPK2/LYN/PDGFB/CXCL12/S1PR1/IL1B/EFNB2
GO:0051249	regulation of lymphocyte activation	BP	47/617	403/16655	3.00816636103163e-12	2.15986344722071e-10	1.45025283510788e-10	47	CCL2/TNFAIP3/VCAM1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/TGFBR2/JAK3/IL15/IRF1/IL7R/CYLD/LGALS9/NOD2/CD47/EFNB1/TNFRSF4/VNN1/TRAF2/PDCD1LG2/TICAM1/MAP3K8/APLF/HLA-A/CD74/CAV1/PDE5A/PTPN2/IDO1/MERTK/NCK1/LYN/HLX/STAT6/BTN2A2/IL4R/XBP1/HES1/TNIP2/CD40/SHH/IL1B/EFNB2
GO:0050863	regulation of T cell activation	BP	39/617	293/16655	3.92141168062224e-12	2.76941664264272e-10	1.85954086252803e-10	39	CCL2/VCAM1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/TGFBR2/JAK3/IL15/IRF1/IL7R/CYLD/LGALS9/NOD2/CD47/EFNB1/VNN1/TRAF2/PDCD1LG2/MAP3K8/HLA-A/CD74/CAV1/PDE5A/PTPN2/IDO1/NCK1/LYN/HLX/BTN2A2/IL4R/XBP1/HES1/SHH/IL1B/EFNB2
GO:0050870	positive regulation of T cell activation	BP	32/617	206/16655	5.60760188939408e-12	3.89637886121124e-10	2.61624617861713e-10	32	CCL2/VCAM1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TGFBR2/JAK3/IL15/IL7R/LGALS9/NOD2/CD47/EFNB1/VNN1/TRAF2/PDCD1LG2/MAP3K8/HLA-A/CD74/CAV1/NCK1/LYN/HLX/IL4R/XBP1/HES1/SHH/IL1B/EFNB2
GO:0051090	regulation of sequence-specific DNA binding transcription factor activity	BP	44/617	367/16655	6.0006806619754e-12	4.10332258599842e-10	2.75519974254109e-10	44	ICAM1/TNFAIP3/NFKB2/NFKBIA/TRAF1/RIPK2/DDX58/TNFSF18/IRAK2/ZC3H12A/NFKB1/TRIM21/CYLD/LGALS9/TLR3/PTGIS/NOD2/NFKBIB/TNFRSF4/TRAF2/FOSL1/TRIM22/PROX1/TICAM1/GLIS2/SPHK1/TRAF3/RGCC/PARP10/WNT5A/ARRB1/SMAD7/PTCH1/FZD6/PBX1/TLR2/TRIM37/BHLHE40/JUP/ID3/CD40/PTHLH/SHH/IL1B
GO:0050707	regulation of cytokine secretion	BP	27/617	149/16655	6.58088262304877e-12	4.4297566156397e-10	2.97438576449638e-10	27	F2RL1/CX3CL1/TNFRSF9/IL1A/GBP1/ZC3H12A/LGALS9/NOD2/PANX1/TNFRSF4/TRIM16/CD34/POSTN/RGCC/WNT5A/TRIM6/LYN/TLR2/LGR4/PML/BTN2A2/IFNAR1/IL4R/CASP1/XBP1/CD58/IL1B
GO:0071219	cellular response to molecule of bacterial origin	BP	28/617	161/16655	7.52643203371905e-12	4.98828756942487e-10	3.34941461192874e-10	28	ICAM1/CCL2/TNFAIP3/CXCL8/NFKBIA/B2M/CCL20/CXCL10/RIPK2/TNIP3/IRAK2/ZC3H12A/NFKB1/PTAFR/NOD2/NFKBIB/CSF2/PLAU/SBNO2/TICAM1/WNT5A/LYN/TLR2/NOS3/XBP1/TNIP2/CD40/IL1B
GO:0001818	negative regulation of cytokine production	BP	33/617	221/16655	7.91510604305273e-12	5.16640558082897e-10	3.46901298346235e-10	33	TNFAIP3/F2RL1/RELB/CD83/CX3CL1/TNFRSF9/DDX58/IFIH1/GBP1/ZC3H12A/JAK3/NFKB1/CYLD/LGALS9/UBE2L6/NOD2/BCL3/TNFRSF4/PDCD1LG2/CD34/TRAF3/TRIB2/DHX58/IDO1/RGCC/ARRB1/KLF2/TLR2/NMI/LGR4/PML/BTN2A2/ISG15
GO:0002521	leukocyte differentiation	BP	50/617	463/16655	1.05711878011978e-11	6.79711597724776e-10	4.563962934437e-10	50	VCAM1/F2RL1/RELB/CSF1/CD83/B2M/HLA-B/RIPK2/POU2F2/STAT5A/IL18R1/TNFSF18/TGFBR2/JAK3/JUNB/IL15/IRF1/IL7R/CYLD/PIK3CD/LGALS9/TLR3/UBD/GPR68/CSF2/BCL3/VNN1/HDAC9/SBNO2/TCF7/FSTL3/IRF7/IL34/LYL1/CD74/TFE3/PTPN2/RSAD2/TP53/MERTK/MPZL2/LYN/HLX/STAT6/PSEN2/IL4R/XBP1/PSEN1/SHH/IL1B
GO:1903034	regulation of response to wounding	BP	46/617	403/16655	1.09789251727819e-11	6.95547200652121e-10	4.67029200848368e-10	46	CCL2/TNFAIP3/F2RL1/SELE/BIRC3/CX3CL1/ZYX/TNIP1/STAT5A/CTSS/TNFSF18/TGFBR2/ZC3H12A/IL15/NFKB1/TLR3/THBD/PTGIS/NOD2/CD47/GPRC5B/SMAD3/PLAU/SBNO2/PRKCD/F3/GBP5/CD34/CCL7/CAV1/BIRC2/PTPN2/IDO1/WNT5A/TNFAIP6/LYN/TLR2/SERPINB2/PDGFB/ABR/CFB/NOS3/ADORA2B/TSPAN8/IER3/IL1B
GO:0071222	cellular response to lipopolysaccharide	BP	27/617	154/16655	1.47012338160492e-11	9.17868337384636e-10	6.16308017185403e-10	27	ICAM1/CCL2/TNFAIP3/CXCL8/NFKBIA/B2M/CCL20/CXCL10/RIPK2/TNIP3/IRAK2/ZC3H12A/NFKB1/PTAFR/NFKBIB/CSF2/PLAU/SBNO2/TICAM1/WNT5A/LYN/TLR2/NOS3/XBP1/TNIP2/CD40/IL1B
GO:0032479	regulation of type I interferon production	BP	24/617	123/16655	1.92646109300014e-11	1.17070142406644e-09	7.86074259232412e-10	24	TNFAIP3/NFKB2/NFKBIA/RELB/RIPK2/DDX58/IFIH1/IRF1/NFKB1/TRIM21/CYLD/TLR3/UBE2L6/NFKBIB/TICAM1/IRF7/TRAF3/DHX58/TLR2/NMI/STAT6/MB21D1/IFNAR1/ISG15
GO:0071216	cellular response to biotic stimulus	BP	29/617	179/16655	1.94822462667629e-11	1.17070142406644e-09	7.86074259232412e-10	29	ICAM1/CCL2/TNFAIP3/CXCL8/NFKBIA/B2M/CCL20/CXCL10/RIPK2/TNIP3/IRAK2/ZC3H12A/NFKB1/PTAFR/NOD2/NFKBIB/CSF2/PLAU/SBNO2/TICAM1/TP53/WNT5A/LYN/TLR2/NOS3/XBP1/TNIP2/CD40/IL1B
GO:0051251	positive regulation of lymphocyte activation	BP	37/617	281/16655	1.95660405136452e-11	1.17070142406644e-09	7.86074259232412e-10	37	CCL2/VCAM1/CD83/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TGFBR2/JAK3/IL15/IL7R/LGALS9/NOD2/CD47/EFNB1/TNFRSF4/VNN1/TRAF2/PDCD1LG2/TICAM1/MAP3K8/HLA-A/CD74/CAV1/NCK1/LYN/HLX/STAT6/IL4R/XBP1/HES1/TNIP2/CD40/SHH/IL1B/EFNB2
GO:0002756	MyD88-independent toll-like receptor signaling pathway	BP	20/617	84/16655	2.0403793034591e-11	1.20410329305504e-09	8.08502137837868e-10	20	NFKB2/NFKBIA/BIRC3/RIPK2/TNIP3/IRAK2/TANK/NFKB1/MAP2K6/TLR3/NOD2/NFKBIB/MAP2K3/TICAM1/MAP3K8/IRF7/TRAF3/BIRC2/TNIP2/DUSP4
GO:0030595	leukocyte chemotaxis	BP	29/617	180/16655	2.24286354876179e-11	1.30571029298187e-09	8.76726747083557e-10	29	CCL2/CXCL8/F2RL1/CSF1/CXCL11/CXCL5/CX3CL1/CXCL1/CXCL6/CCL20/CXCL10/CXCL2/TNFSF18/CXCL3/PIK3CD/LGALS9/CXADR/NOD2/CCL7/CD74/CREB3/WNT5A/VEGFC/DAPK2/HRH1/LYN/PDGFB/CXCL12/IL1B
GO:0002702	positive regulation of production of molecular mediator of immune response	BP	18/617	67/16655	2.32494966228767e-11	1.33545108601803e-09	8.96696375012843e-10	18	F2RL1/B2M/HLA-E/NOD2/GPRC5B/TNFRSF4/TRAF2/HLA-A/CD74/NR4A3/RSAD2/WNT5A/TRIM6/TLR2/STAT6/IL4R/XBP1/CD40
GO:0032606	type I interferon production	BP	24/617	125/16655	2.75766671684669e-11	1.56316160739152e-09	1.04959392491616e-09	24	TNFAIP3/NFKB2/NFKBIA/RELB/RIPK2/DDX58/IFIH1/IRF1/NFKB1/TRIM21/CYLD/TLR3/UBE2L6/NFKBIB/TICAM1/IRF7/TRAF3/DHX58/TLR2/NMI/STAT6/MB21D1/IFNAR1/ISG15
GO:0070661	leukocyte proliferation	BP	36/617	275/16655	4.35730493628039e-11	2.43782722928519e-09	1.63689322828415e-09	36	TNFAIP3/VCAM1/F2RL1/CSF1/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/JAK3/IL15/IRF1/IL7R/LGALS9/EFNB1/PSMB10/TNFRSF4/ST6GAL1/PRKCD/PDCD1LG2/TICAM1/HLA-A/CD74/PDE5A/IDO1/TP53/BTN3A1/NCK1/LYN/CXCL12/BTN2A2/HES1/CD40/SHH/IL1B
GO:0002703	regulation of leukocyte mediated immunity	BP	26/617	151/16655	5.35007680224339e-11	2.95488857231597e-09	1.98407706512346e-09	26	ICAM1/CCL2/F2RL1/B2M/HLA-B/HLA-E/TAP1/STAT5A/JAK3/IL7R/PTAFR/LGALS9/TLR3/NOD2/TRAF2/APLF/HLA-A/RSAD2/LYN/TLR2/STAT6/ABR/ADORA2B/IL4R/CD40/IL1B
GO:0001525	angiogenesis	BP	46/617	425/16655	6.81017083201607e-11	3.71369822080066e-09	2.49358420338177e-09	46	CCL2/TNFAIP3/TNFAIP2/CXCL8/CX3CL1/RHOB/CYR61/CXCL10/ACKR3/TGFBR2/IL1A/ZC3H12A/PTGIS/SAT1/EFNA1/LRG1/PLAU/HDAC9/RSPO3/F3/NRP1/CD34/FMNL3/SPHK1/CAV1/WARS/PRCP/TSPAN12/RGCC/WNT5A/TBX1/ESM1/VEGFC/ADGRG1/PML/EGFL7/CXCL12/NOS3/XBP1/S1PR1/B4GALT1/HS6ST1/MMP19/SHH/IL1B/EFNB2
GO:2001233	regulation of apoptotic signaling pathway	BP	43/617	381/16655	7.638971003735e-11	4.1135858855113e-09	2.76209109450839e-09	43	ICAM1/TNFAIP3/TRAF1/CX3CL1/MSX1/SOD2/ACKR3/IL1A/ATF3/CYLD/TNFSF10/LGALS9/TLR3/SMAD3/CSF2/PMAIP1/VNN1/TRAF2/PRKCD/TICAM1/NRP1/NKX3-1/GRINA/BBC3/CD74/CAV1/DAPK3/PTPN2/CREB3/TP53/NCK1/DAPK2/IFI6/PML/TP63/CXCL12/PSEN2/NOS3/G0S2/XBP1/PSEN1/IER3/IL1B
GO:0033209	tumor necrosis factor-mediated signaling pathway	BP	27/617	168/16655	1.17140076535318e-10	6.15413963066036e-09	4.13223273837039e-09	27	TNFAIP3/NFKB2/F2RL1/TRAF1/RELB/BIRC3/LTB/TNFRSF9/TNFSF18/PSMB9/CYLD/TNFSF15/PSMB10/TNFRSF4/TRAF2/PSMB8/PSME2/CD70/SPHK1/TRAF3/BIRC2/PTPN2/TNFRSF11B/PSME1/PSMA3/RELT/CD40
GO:0002700	regulation of production of molecular mediator of immune response	BP	21/617	103/16655	1.48517584589865e-10	7.70859945076069e-09	5.17598379775458e-09	21	F2RL1/B2M/HLA-E/JAK3/TLR3/NOD2/GPRC5B/TNFRSF4/TRAF2/APLF/HLA-A/CD74/NR4A3/RSAD2/WNT5A/TRIM6/TLR2/STAT6/IL4R/XBP1/CD40
GO:0032943	mononuclear cell proliferation	BP	34/617	263/16655	2.1471716976007e-10	1.10119234205521e-08	7.39401983083549e-09	34	VCAM1/CSF1/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/JAK3/IL15/IRF1/IL7R/LGALS9/EFNB1/PSMB10/TNFRSF4/ST6GAL1/PRKCD/PDCD1LG2/TICAM1/HLA-A/CD74/PDE5A/IDO1/TP53/BTN3A1/NCK1/LYN/CXCL12/BTN2A2/HES1/CD40/SHH/IL1B
GO:0032611	interleukin-1 beta production	BP	16/617	59/16655	2.58915009076954e-10	1.31224218718061e-08	8.81112625316991e-09	16	TNFAIP3/F2RL1/ZC3H12A/LGALS9/TNFAIP8/NOD2/SMAD3/PANX1/TRIM16/GBP5/SPHK1/WNT5A/PML/IFNAR1/CASP1/IL1B
GO:0032612	interleukin-1 production	BP	17/617	69/16655	3.71345244353527e-10	1.86018059613371e-08	1.24902904710342e-08	17	TNFAIP3/F2RL1/CCL20/ZC3H12A/LGALS9/TNFAIP8/NOD2/SMAD3/PANX1/TRIM16/GBP5/SPHK1/WNT5A/PML/IFNAR1/CASP1/IL1B
GO:0070665	positive regulation of leukocyte proliferation	BP	23/617	130/16655	3.97633192593785e-10	1.96896987780922e-08	1.32207624107407e-08	23	VCAM1/CSF1/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/JAK3/IL15/LGALS9/EFNB1/TNFRSF4/ST6GAL1/PDCD1LG2/TICAM1/HLA-A/CD74/NCK1/LYN/HES1/CD40/SHH/IL1B
GO:0050727	regulation of inflammatory response	BP	35/617	286/16655	5.280026725025e-10	2.58481308311451e-08	1.73558773210152e-08	35	CCL2/TNFAIP3/SELE/BIRC3/CX3CL1/ZYX/TNIP1/STAT5A/CTSS/TNFSF18/ZC3H12A/IL15/NFKB1/TLR3/PTGIS/NOD2/CD47/GPRC5B/SMAD3/SBNO2/PRKCD/GBP5/CCL7/BIRC2/PTPN2/IDO1/WNT5A/TNFAIP6/LYN/TLR2/ABR/CFB/ADORA2B/IER3/IL1B
GO:0070663	regulation of leukocyte proliferation	BP	29/617	205/16655	5.53699287222704e-10	2.68015340377012e-08	1.79960454321466e-08	29	TNFAIP3/VCAM1/CSF1/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/JAK3/IL15/IRF1/LGALS9/EFNB1/TNFRSF4/ST6GAL1/PDCD1LG2/TICAM1/HLA-A/CD74/PDE5A/IDO1/NCK1/LYN/BTN2A2/HES1/CD40/SHH/IL1B
GO:0002683	negative regulation of immune system process	BP	41/617	375/16655	5.63909593058686e-10	2.69924725210758e-08	1.81242521839213e-08	41	CCL2/TNFAIP3/NFKBIA/F2RL1/HLA-B/HLA-E/TAP1/STAT5A/TNFSF18/GBP1/ZC3H12A/JAK3/IRF1/IL7R/CYLD/LGALS9/TLR3/GPR68/NOD2/PDCD1LG2/HLA-A/FSTL3/CD74/PDE5A/PTPN2/DHX58/IDO1/MERTK/TAPBPL/LYN/HLX/NMI/LGR4/STAT6/CXCL12/ABR/BTN2A2/IL4R/HES1/TRAFD1/SHH
GO:0002250	adaptive immune response	BP	41/617	376/16655	6.11279324672674e-10	2.89383662713174e-08	1.94308338253384e-08	41	ICAM1/TNFAIP3/NFKB2/RELB/B2M/HLA-B/ICOSLG/HLA-E/RIPK2/TAP1/POU2F2/EBI3/IL18R1/CTSS/TNFSF18/JAK3/IRF1/IL7R/PIK3CD/NOD2/BCL3/TRAF2/BTN3A3/PRKCD/APLF/HLA-A/IRF7/CD74/TFE3/RSAD2/BTN3A1/LAMP3/LYN/HLX/IL18BP/STAT6/BTN3A2/RNF19B/IL4R/CD40/IL1B
GO:0002274	myeloid leukocyte activation	BP	25/617	159/16655	9.22296066869714e-10	4.31875158268992e-08	2.8998507914851e-08	25	CXCL8/F2RL1/RELB/CSF1/CX3CL1/TGFBR2/ZC3H12A/PTAFR/PIK3CD/LGALS9/TLR3/UBD/CSF2/SBNO2/PRKCD/TICAM1/CD74/NR4A3/WNT5A/LYN/ABR/ADORA2B/IL4R/PSEN1/TNIP2
GO:0032944	regulation of mononuclear cell proliferation	BP	28/617	198/16655	1.10947878389971e-09	5.13939204412896e-08	3.45087458761335e-08	28	VCAM1/CSF1/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/JAK3/IL15/IRF1/LGALS9/EFNB1/TNFRSF4/ST6GAL1/PDCD1LG2/TICAM1/HLA-A/CD74/PDE5A/IDO1/NCK1/LYN/BTN2A2/HES1/CD40/SHH/IL1B
GO:0030217	T cell differentiation	BP	29/617	212/16655	1.23458531393387e-09	5.63398234040065e-08	3.78297010981307e-08	29	RELB/CD83/B2M/RIPK2/STAT5A/IL18R1/TNFSF18/TGFBR2/JAK3/IL15/IRF1/IL7R/CYLD/PIK3CD/LGALS9/BCL3/VNN1/TCF7/CD74/PTPN2/RSAD2/TP53/MPZL2/HLX/STAT6/IL4R/XBP1/SHH/IL1B
GO:0032946	positive regulation of mononuclear cell proliferation	BP	22/617	126/16655	1.2424055764579e-09	5.63398234040065e-08	3.78297010981307e-08	22	VCAM1/CSF1/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/JAK3/IL15/LGALS9/EFNB1/TNFRSF4/ST6GAL1/PDCD1LG2/TICAM1/HLA-A/CD74/NCK1/HES1/CD40/SHH/IL1B
GO:0050708	regulation of protein secretion	BP	42/617	406/16655	1.87813195199853e-09	8.42811713459339e-08	5.65910811852188e-08	42	F2RL1/CX3CL1/TNFRSF9/HLA-E/IL1A/GBP1/ZC3H12A/LGALS9/GOLPH3L/GPR68/NOD2/RHBDF2/PANX1/TNFRSF4/TRIM16/TRAF2/SSTR5/CD34/POSTN/RSAD2/ACHE/RGCC/RAPGEF4/WNT5A/ARRB1/VEGFC/TRIM6/LYN/TLR2/LGR4/PML/EFNA5/BTN2A2/IFNAR1/IL4R/CASP1/XBP1/CD40/CD58/PRKACB/IL1B/ARL2BP
GO:0002443	leukocyte mediated immunity	BP	36/617	316/16655	2.14922149502168e-09	9.53157313964207e-08	6.40003005124772e-08	36	ICAM1/CCL2/F2RL1/B2M/HLA-B/HLA-E/TAP1/POU2F2/STAT5A/JAK3/IL7R/PTAFR/PIK3CD/LGALS9/TLR3/NOD2/BCL3/TRAF2/BTN3A3/PRKCD/APLF/HLA-A/IRF7/CD74/NR4A3/RSAD2/LYN/TLR2/STAT6/BTN3A2/RNF19B/ABR/ADORA2B/IL4R/CD40/IL1B
GO:0042098	T cell proliferation	BP	26/617	178/16655	2.1682780122677e-09	9.53157313964207e-08	6.40003005124772e-08	26	VCAM1/ICOSLG/HLA-E/RIPK2/EBI3/STAT5A/TNFSF18/JAK3/IL15/IRF1/LGALS9/EFNB1/PSMB10/TNFRSF4/PDCD1LG2/HLA-A/PDE5A/IDO1/TP53/BTN3A1/NCK1/CXCL12/BTN2A2/HES1/SHH/IL1B
GO:0002460	adaptive immune response based on somatic recombination of immune receptors built from immunoglobulin superfamily domains	BP	31/617	245/16655	2.30851550054978e-09	1.004554017815e-07	6.74513619937352e-08	31	ICAM1/TNFAIP3/NFKB2/RELB/B2M/HLA-B/HLA-E/RIPK2/POU2F2/EBI3/IL18R1/TNFSF18/JAK3/IL7R/NOD2/BCL3/TRAF2/BTN3A3/PRKCD/APLF/HLA-A/IRF7/CD74/RSAD2/HLX/IL18BP/STAT6/BTN3A2/IL4R/CD40/IL1B
